strain,sex,id,mouse_num,CHOL,HDL,GLU,TG,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,RBC,pctRetic,RDW,MCH,MCHC,CHCM,HDW,MCV,cHGB,mHGB,HCT,PLT,MPV,pulse,pulse_std,systolic_BP,systolic_BP_std,CV,HR,HRV,R_amplitude,RS_amplitude,N,PQ,PR,QRS,QT,QT_dispersion,QTc,QTc_dispersion,RR,ST,BMC,BMD,bone_area,total_area,LTM,pct_fat,TTM,bw
NZOAF1,f,EAF1F04,81911,115.5,107,177.5,137,5.38,82.9,14.1,1.4,0.2,0.9,0.5,9.73,4,14.9,15.3,34.3,32.2,1.83,44.7,14,14.9,43.5,1156,6.9,626,67.2,128,35.6,1.34,778,10.4,420.06,348.41,32,23.4,30.6,11.4,36.1,21,41.1,22.9,77.2,25.2,0.24,0.06,4.66,14.47,10.45,35.95,17.37,36.87
NZOAF1,m,EAF1M01,81912,162,143.4,204.5,200.5,5.74,84.5,11.9,1.6,0.1,1.4,0.5,9.8,3.2,14.4,14.8,33.6,32.3,1.82,44.1,13.9,14.5,43.2,1160,4.9,624,34.2,137,35.8,0.87,830,7.3,385.55,325.9,33,21.8,29.1,11.7,37,17.5,43.5,20.6,72.3,25.7,0.26,0.06,4.84,16.46,13.25,34.38,22.01,46.92
NZOAF1,m,EAF1M02,81913,151,135.6,191,205,8.16,85.9,10.5,1.5,0.2,1.3,0.6,9.95,2.4,14.1,15.3,34.2,32,1.82,44.7,14.2,15.2,44.5,1148,4.9,563,35.7,114,49.6,0.87,800,6.9,177.2,205.96,28,22.4,29.7,10.2,40.6,12.5,46.9,14.3,75,30.9,0.25,0.05,4.86,16.65,12.8,32.37,21.7,45.71
NZOAF1,m,EAF1M03,81914,160.5,139.3,202.5,218.5,6.95,87,8.3,1.4,0.1,2.3,0.9,10.16,2.8,14.3,15.4,34,31.8,1.95,45.2,14.6,15.6,45.9,1196,5.2,650,41.3,120,12.9,1.01,789,7.9,300.33,412.4,31,21.4,28.5,10.1,36.6,25,41.9,28.6,76,26.9,0.27,0.05,5,16.56,12.75,35.81,21.68,48.63
NZOAF1,m,EAF1M04,81915,150.5,133.3,192.5,207.5,5.94,87.1,9.3,1.6,0,1.3,0.7,9.51,3.2,14,15.6,34.6,31.7,1.89,45.1,13.6,14.9,42.9,1199,9.2,650,70.4,94.8,20.9,3.49,711,24.9,337.11,483.4,28,20.6,27.7,10.2,43,28,46.8,29.5,84.4,33.3,0.26,0.05,4.77,15.76,13.1,33.56,21.42,44.64
NZOAF1,m,EAF1M05,81916,156.5,140,233,198.5,5.24,84,12.1,1.5,0.1,1.6,0.7,10.16,2.8,14,15.2,33.6,31.3,1.76,45.3,14.4,15.5,46,1117,5.7,614,43.5,143,38,1.87,769,14.4,188.51,227.36,28,23.9,30.5,9.5,37.6,19,42.7,22.1,78,28.6,0.25,0.06,4.64,15.75,12.7,32.47,20.89,44.08
NZOB6F1,f,EBF1F01,83153,139,117.4,197.5,172,8.3,85.3,11.6,0.6,0.2,1.8,0.6,10.32,3.5,15.6,15.6,32.8,30.3,1.95,47.7,14.9,16.1,49.2,1257,6.5,625,48.8,139,28,1.14,795,9.1,446.54,578.59,32,17,24,10.5,40.5,22,46.6,24.8,75.5,30.4,,,,,,,,
NZOB6F1,f,EBF1F02,83154,133,117.35,193.5,148.5,4.41,88.8,6.6,0.6,0.1,3.3,0.5,9.9,3.6,14.8,15.5,31.3,29,1.58,49.3,14.2,15.3,48.8,1049,6.2,634,69,124,10.9,1.27,789,10,397.96,558.68,31,23,30.4,10.8,37.8,20,43.3,22.7,76,27.4,,,,,,,,
NZOB6F1,f,EBF1F03,83155,136.5,115.9,194,183.5,6.08,86.9,8.7,0.8,0.1,2.8,0.7,9.96,4.8,15.7,15.8,34,31,2.01,46.4,14.4,15.7,46.3,1239,9.4,707,18.3,140,16.9,0.89,820,7.3,394.19,628.63,32,22.1,29.1,10.6,40.4,16,47.2,18.8,73.2,30.3,,,,,,,,
NZOB6F1,f,EBF1F04,83156,132.5,118.55,199,190.5,6.17,86.3,8.2,0.9,0.1,3.6,0.9,10.39,4.1,15.7,15.7,33.5,30.6,1.94,47,15,16.4,48.9,1272,7.9,658,35,146,17,1.04,798,8.3,329.78,394.05,29,22.6,30,10.7,39.4,21,45.4,24.1,75.2,29.2,,,,,,,,
NZOB6F1,f,EBF1F05,87106,,,,,7.37,86.9,9.2,0.9,0.1,1.6,1.3,10.4,2.4,13.7,15,32.4,31.2,1.73,46.4,15,15.6,48.3,1043,4.8,611,49.7,144,24.2,0.76,814,6.2,302.9,441.33,34,22,29,10.6,39.7,12,46.2,14.1,73.7,29.6,0.27,0.07,4.84,14.83,12.25,31.22,19.78,41.52
NZOB6F1,m,EBF1M01,83157,167.5,141.9,211,178.5,6,87.2,8.3,1.6,0.2,2,0.7,10.38,3.4,13.8,15.1,31.5,29.7,1.71,47.9,14.8,15.7,49.7,1495,5.1,474,75.9,130,34,0.81,788,6.4,368.11,475.51,29,24.1,30.9,10,40.7,22,46.6,25,76.1,31.2,,,,,,,,
NZOB6F1,m,EBF1M02,83158,176,152.25,218,180.5,5.22,86.1,8.8,1.4,0.2,2.7,0.7,10.23,3.2,14,15.4,32.8,30.3,1.88,47,14.6,15.8,48.1,1368,5.9,467,63.7,110,20.5,0.86,815,7,267.42,323.91,29,23.1,29.9,10,39.5,24.5,46.1,28.3,73.6,30,,,,,,,,
NZOB6F1,m,EBF1M03,83159,176.5,154.35,226.5,166,5.31,85.1,10.4,1.5,0.1,2.3,0.6,9.81,3.3,14.1,15.6,33,30.1,1.83,47.3,14,15.3,46.4,1538,5.9,548,53.1,122,12.1,0.48,795,3.8,280.38,325.47,30,23.3,30.6,10.6,39.3,21,45.2,24.2,75.5,29.1,,,,,,,,
NZOB6F1,m,EBF1M04,83160,178,155.9,251.5,176.5,5.29,84.6,11.1,1.2,0.1,2.4,0.7,9.97,2.8,13.9,15.3,32.3,30.2,1.77,47.5,14.3,15.3,47.3,1427,5.1,448,59.3,136,28.3,0.95,791,7.5,356.9,344.26,31,24.1,30.9,10.1,42.7,22,49,24.8,75.9,33,,,,,,,,
NZOB6F1,m,EBF1M05,94910,156,143.1,222,177,6.21,87.3,9,1,0.3,1.7,0.7,10.48,3.3,14.1,15.3,36,37,2.88,42.6,16.5,16.1,44.7,1155,4.7,,,,,0.79,811,6.4,370.02,437.44,34,23.2,30,10.3,41,22,47.7,25.6,74,31.2,0.25,0.05,4.77,15.74,14.4,32.39,23.4,48.77
NZONODF1,f,EDF1F01,84502,151.5,132.2,172,161,4.42,88,8.9,0.5,0.2,1.8,0.5,9.05,3,14.1,16.9,35.4,31.5,1.67,47.8,13.6,15.3,43.3,1441,10.4,666,69.7,118,33.1,1,799,8,358.01,458.94,30,23.1,30.2,10.3,38.5,12,44.5,13.8,75.1,28.7,0.38,0.08,5.82,16.69,13.8,37.75,23.64,49.86
NZONODF1,f,EDF1F02,84503,141.5,121.3,179.5,203,3.44,84.4,11.8,1.1,0.1,2.2,0.4,10.42,2.9,14.8,16.1,34.3,31.1,1.67,47,15.2,16.8,48.9,1379,10.7,628,49,127,28.2,0.73,825,6,313.24,447.48,32,22.4,29.5,10.4,38,12.5,44.6,14.8,72.8,28.2,0.36,0.08,5.28,16.38,14.25,33.52,23.37,48.47
NZONODF1,f,EDF1F03,84504,157,133.8,177.5,179,3.99,87.4,7.9,0.9,0.1,3.1,0.6,10.39,2.3,14,15.8,33,30.9,1.62,47.8,15.3,16.4,49.6,1055,5.2,646,81.8,95.6,35.1,0.77,826,6.3,350.91,653.41,36,21,28.1,10.7,36.4,20,42.7,23.5,72.7,26.3,0.38,0.08,5.6,15.48,14.25,35.69,23.08,47
NZONODF1,f,EDF1F04,84505,147.5,123.7,171,184.5,3.27,85.5,11.4,0.9,0.2,1.6,0.5,9,2.7,13.9,16.9,35.2,31.4,1.64,48,13.5,15.2,43.2,1282,7.4,675,42.3,132,17,1.15,810,9.3,319.63,394.46,32,21.7,28.4,10,36.1,25,42,28.9,74,26.6,0.35,0.09,5.08,15.58,14.45,33.31,23,47.66
NZONODF1,f,EDF1F05,93204,140,125.3,147,204,,,,,,,,,,,,,,,,,,,,,,,,,0.65,782,5.1,593.81,901.84,34,24.2,31.1,10.6,38.1,21.5,43.5,24.3,76.7,28,0.36,0.08,5.69,13.86,12.55,28.42,17.71,38.04
NZONODF1,m,EDF1M01,84506,173,150.75,206.5,269,3.51,85.7,11.2,1.1,0.1,1.6,0.4,9.64,2.4,14,15.9,33.1,31,1.62,48,14.4,15.3,46.3,1228,5.1,734,68.4,138,13.9,0.56,780,4.3,313.85,322.44,29,24.2,31.4,10.5,37.2,23,42.4,26.2,77,27.2,0.35,0.08,5.59,16.33,15.5,28.89,23.04,48.25
NZONODF1,m,EDF1M02,84507,181,155.2,202.5,262.5,3.2,86.7,10.3,0.8,0.2,1.5,0.5,10.56,2.6,13.8,15.4,33.2,31.4,1.66,46.2,15.3,16.2,48.8,1253,5.3,634,54.5,93.3,23.9,0.7,781,5.5,349.05,358,29,23.5,31,11.8,43.9,9,50.1,10.1,76.9,32.6,0.35,0.07,5.47,15.49,15.2,31.5,23.17,47.81
NZONODF1,m,EDF1M03,84508,188.5,160.55,209,237.5,3.5,83.4,6.8,8.2,0.1,0,1.4,10.32,2,13.8,15.6,32.1,29.9,1.62,48.5,15,16.1,50.1,1137,5.5,669,71.1,104,28.4,0.58,753,4.4,302.82,382.14,29,23.8,31.1,10.8,43.7,15,48.9,17.1,79.7,33.4,0.35,0.06,5.56,17.56,16.9,28.51,25.27,53.15
NZONODF1,m,EDF1M04,84509,186.5,157.45,212.5,339.5,2.67,86.6,9.1,1,0.3,2.7,0.3,9.56,2.9,13.4,16.2,34.3,31.6,1.68,47.2,14.2,15.5,45.1,1296,5.2,563,32.5,134,40.7,1.19,780,9.3,287.78,441.49,28,23.6,30.9,11.6,39,24.5,44.5,28.3,77,27.9,0.34,0.07,5.42,16.46,15.45,31.19,23.63,49.21
NZONODF1,m,EDF1M05,93205,198,176.1,214,257,,,,,,,,,,,,,,,,,,,,,,,,,0.84,785,6.6,407.9,475.23,32,23.7,30.5,10.2,38.9,23.5,44.5,26.9,76.5,29.1,0.31,0.06,5.29,16.34,16.7,27.48,24.99,53.18
NZOWSBF1,f,EHF1F01,90730,120,115.5,178,133,6.35,82.8,11.6,1.4,0.3,3.3,0.5,10.6,2.8,13.9,14.9,33.1,32.1,1.56,44.9,15.3,15.8,47.6,1060,4.4,,,,,0.68,806,5.5,379.57,476.43,31,22.4,29.9,10.7,38.8,16,45,18.5,74.5,28.6,0.3,0.07,5.63,12.11,10.6,20.91,13.62,29.95
NZOWSBF1,f,EHF1F02,90731,131,115,180,186,6.62,82.1,10.3,1.4,0.3,5.5,0.5,10.2,4.2,14.4,15,34,33.1,1.68,44.2,14.9,15.3,45.1,995,4.5,,,,,2.72,694,18.9,298.24,262.17,27,20.6,28.6,11.2,41.8,21.5,45,24,86.5,31.1,0.29,0.07,5.64,12.29,10.55,18.77,13.47,29.67
NZOWSBF1,f,EHF1F03,90732,102,84,146,156,5.9,81.1,12.3,1.2,0.1,4.9,0.3,10.65,2.3,13.8,14.9,32.7,31.7,1.54,45.6,15.4,15.9,48.6,1084,4.9,,,,,1.52,788,12,453.31,454.69,31,24,31,10.2,42.2,21,48.4,24,76.1,32.6,0.28,0.06,5.18,11.31,10.05,22.14,13.22,28.84
NZOWSBF1,f,EHF1F04,90733,116,97,173,121,5.99,83.2,12.9,1.2,0.2,1.9,0.7,10.53,3.3,14.1,15,32.4,31.6,1.56,46.2,15.4,15.8,48.7,1209,4.6,,,,,7.95,598,47.5,421.6,380.92,22,25.1,34,12.1,45.5,39,45.7,38.7,101.1,34,0.3,0.07,5.63,11.21,9.55,16.48,11.87,26.75
NZOWSBF1,f,EHF1F05,90734,114,98.6,189,119,6.28,84.2,11.5,1.2,0.2,2.3,0.7,10.98,2.6,13.7,15,32.6,31.6,1.51,46,16,16.5,50.5,1046,4.8,,,,,4.01,690,27.7,231.85,181.69,29,24.7,32.5,11.1,46.3,11,49.6,11.5,87.1,35.7,0.3,0.07,5.38,11.12,9.35,18.49,11.82,26.08
NZOWSBF1,m,EHF1M01,90735,172,156.2,179,280,7.34,85.7,10.2,1.6,0.2,1.8,0.5,10.91,2.4,13.9,14.7,32.3,31.4,1.54,45.6,15.7,16.1,49.8,1219,4.5,,,,,0.68,830,5.6,328.86,336.49,30,11.7,16.9,11.3,39.9,16.5,46.9,19.6,72.3,29,0.28,0.06,5.65,12.47,11.2,20.47,14.5,32.06
NZOWSBF1,m,EHF1M02,90736,160,138.2,164,166,5.17,84.9,9.7,1.9,0.1,3,0.3,10.21,2.8,13.7,15.1,32.8,31.5,1.6,45.9,14.8,15.4,46.8,1299,5.9,,,,,0.64,846,5.4,217.34,226.53,32,20.2,25,8,34.9,17.5,41.4,20.6,70.9,27.5,0.26,0.06,5.1,12.47,11.05,22.26,14.88,31.81
NZOWSBF1,m,EHF1M03,90737,163,150.6,195,162,5.37,83.9,10.5,1.9,0.2,3,0.4,10.88,2.4,13.6,14.7,31.9,31.2,1.57,46.1,15.7,16,50.2,1157,4.6,,,,,3.51,865,30.4,212.77,291.75,25,20.8,27.2,9.7,36.9,13,44.3,18.1,69.5,27.6,0.28,0.06,5.54,12.78,11.4,20.58,14.99,32.84
NZOWSBF1,m,EHF1M04,90738,160,144.7,170,188,4.95,87,8.2,1.9,0.3,2,0.6,10.32,3.2,13.5,14.9,32.8,32,1.57,45.4,15,15.4,46.8,1362,4.4,,,,,0.61,851,5.2,224.71,353.21,33,22,28.6,9.9,39.2,17.5,46.7,21.1,70.5,29.8,0.28,0.06,5.51,12.01,10.65,19.48,13.64,29.78
NZOWSBF1,m,EHF1M05,90739,175,160.1,154,232,7.77,84.7,10.6,2.3,0.3,1.7,0.5,10.83,2.6,13.3,14.8,32.9,31.8,1.59,45,15.5,16,48.7,1258,4.5,,,,,0.73,848,6.2,298.56,304.77,37,23.3,28.8,8.8,37.2,19.5,44.2,23,70.8,28.9,0.29,0.07,5.59,12.68,11.3,20.19,14.63,32.07
PWK/PhJ,f,GGF1F01,93927,88,75.5,220,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.06,4.67,7.9,5.6,15.3,7.06,15.54
PWK/PhJ,f,GGF1F02,93928,104,89.7,209,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.79,8.98,6.55,14.44,7.97,17.18
PWK/PhJ,f,GGF1F03,93929,95,79.1,190,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.06,5.16,9.57,6.85,14.23,8.41,18.75
PWK/PhJ,f,GGF1F04,93930,84,74.3,197,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.22,8.74,6.35,14.34,7.86,17.03
PWK/PhJ,f,GGF1F05,94164,75,66.1,167,90,4.3,80.9,14.2,0.8,0.1,3.3,0.7,9.6,1.6,18.7,15.4,33.3,33.3,3.25,46.3,14.8,14.8,44.5,680,4.6,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.67,8.64,5.7,15.61,7.21,16.15
PWK/PhJ,m,GGF1M01,93924,90,81.1,173,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.61,8.76,7.55,14.07,9.18,19.48
PWK/PhJ,m,GGF1M02,93925,89,77.6,223,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.06,5.04,8.99,6.25,20.24,7.82,17.3
PWK/PhJ,m,GGF1M03,93926,77,73.5,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.05,4.75,8.78,7.3,13.39,8.84,19.1
PWK/PhJ,m,GGF1M04,94165,83,69.5,229,229,3.41,73.9,18.8,0.7,0.3,5.6,0.8,9.89,1.1,18.5,15.4,33.6,33.2,3.55,45.7,15,15.2,45.2,830,4.6,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.3,9.66,7.65,18.81,9.99,21.46
PWK/PhJ,m,GGF1M05,94166,78,71.5,231,162,3.53,76,16,1.3,0.1,6.3,0.3,9.69,1.4,18.8,15.1,32.7,32.7,3.37,46.3,14.7,14.7,44.9,836,4.7,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.36,10.65,7.95,20.94,10.72,23.24
PWK129SF1,f,GCF1F01,87107,97,79.7,178,142,9,84.2,11.6,0.5,0.2,3.1,0.5,9.81,2.5,17,15.8,33.4,33.2,1.98,47.2,15.3,15.5,46.3,824,4.5,,,,,,,,,,,,,,,,,,,,0.26,0.07,4.95,8.62,6.8,12.85,8.27,17.92
PWK129SF1,f,GCF1F02,94406,113,109.5,174,91,9.66,85.1,11.3,0.8,0.2,1.8,0.9,10.3,1.3,13.8,16.2,33.3,33.9,2.41,48.8,17.1,16.7,50.3,654,4.5,,,,,3.34,721,24.1,389.61,356.07,29,21.7,29.5,11.4,45.1,18,49.4,18.5,83.3,34.2,0.29,0.07,5.75,9.52,7.55,15.47,9.16,20.58
PWK129SF1,f,GCF1F03,94407,98,90.4,178,126,9.37,84.1,12.6,0.4,0.4,2.1,0.5,9.84,1.9,15.1,16.3,33.6,34.4,2.75,48.5,16.4,16.1,47.8,878,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWK129SF1,f,GCF1F04,94895,89,86.7,154,83,7.56,89.5,7.9,0.7,0.3,1.3,0.4,10.16,1.3,16,16.6,36.5,38,2.93,45.6,17.6,16.9,46.3,776,4.3,,,,,2.1,781,16.4,449.2,542.74,32,22.4,29.9,10.9,43,16.5,49,18.8,76.9,32.6,0.31,0.07,6.07,9.96,7.7,14.92,9.15,20.88
PWK129SF1,f,GCF1F05,94896,85,80.8,151,67,6.34,83.3,14.2,0.6,0.5,1.1,0.3,9.41,1.9,17.8,16.6,35.5,38,2.95,46.8,16.8,15.7,44.1,751,4.3,,,,,1.46,803,11.7,439.93,386.51,32,23.3,30.4,10.9,42,15,48.5,16.7,74.8,31.5,0.31,0.07,6.02,10.05,7.2,12.08,8.42,19.77
PWK129SF1,f,GCF1F06,428694,110,103.8,193,58,6.61,84.9,7.9,1,0.7,5,0.5,9.97,1.1,15.7,16,34.8,36.6,2.19,46,16.8,16,45.9,798,4.2,,,,,2.64,759,20,598.25,642.69,31,25.9,30.4,8.3,38.4,17,43.2,19.9,79.1,30.6,0.24,0.06,4.19,10.7,8.25,28.59,12.45,25.81
PWK129SF1,f,GCF1F07,428695,116,105.3,190,67,6.47,85.2,6.7,1.3,0.6,5.8,0.5,10.12,1,15,16,35.3,36.8,2.19,45.4,16.9,16.2,45.9,810,4.1,,,,,0.72,809,5.8,287.17,276.17,33,25.6,29.8,7.8,34,26.5,39.5,30.9,74.2,26.7,0.23,0.07,4.39,9.02,7.05,22.84,9.64,20.66
PWK129SF1,m,GCF1M01,87108,119,103.4,185,148,6.96,85.6,10.8,0.7,0.1,2.3,0.5,9.62,3.1,14.9,16,33,32.7,1.86,48.5,15.2,15.4,46.6,837,4.7,,,,,,,,,,,,,,,,,,,,0.25,0.06,4.99,9.02,8.1,13.55,9.8,21.23
PWK129SF1,m,GCF1M03,87110,122,110.5,207,150,6.85,86.6,10.5,0.5,0.1,1.8,0.5,9.74,2.2,14.6,15.9,34,33.2,1.88,46.9,15.2,15.5,45.7,915,4.6,,,,,,,,,,,,,,,,,,,,0.27,0.06,5.33,10.38,9.05,14.71,11.23,24.58
PWK129SF1,m,GCF1M04,94408,102,100.5,162,110,5.52,85.8,11.6,0.6,0.3,1.2,0.5,9.88,1,14.6,16.5,33.4,34.3,2.64,49.3,16.7,16.3,48.7,744,4.4,,,,,0.46,834,3.8,420.92,386.85,28,21.9,29,11.1,38.2,19,45.1,22.7,71.9,27.6,0.26,0.06,5.33,10.51,8.95,15.89,11.21,24.57
PWK129SF1,m,GCF1M05,94409,117,109.6,154,88,6.59,81.2,11.9,0.7,0.3,5.5,0.4,10.1,0.9,14.5,16.2,32.1,33.2,2.55,50.5,16.9,16.4,51,658,4.5,,,,,4.31,644,27.8,499.46,447.59,27,21.7,29.7,12.3,45.1,26,46.7,25,93.3,33.4,0.27,0.06,5.26,10.85,9.85,15.65,12.16,26.27
PWK129SF1,m,GCF1M06,94410,110,106,175,127,7,84,12.8,0.4,0.3,1.9,0.6,9.52,1.2,14.4,16.6,33.4,33.9,2.54,49.7,16,15.8,47.3,909,4.4,,,,,4.32,661,28.6,376.39,238.62,28,28.2,36.5,13,43.6,27.5,45.7,28.6,90.9,31.1,0.26,0.06,5.14,11.21,10.35,16.77,13.06,27.91
PWKAF1,f,GAF1F01,90748,65,56.5,130,115,8.28,89.4,7.4,0.3,0.2,2.4,0.4,10.25,1.2,15.2,15.6,33.7,33,1.71,46.2,15.6,15.9,47.3,933,4.4,,,,,4.07,811,33,583.39,512.6,29,22.2,29.1,11,41,27.5,47.8,29.8,74.1,30.5,0.23,0.06,4.7,9.94,7.55,19.43,9.85,21.65
PWKAF1,f,GAF1F02,90749,59,58.2,155,126,5.26,83.9,13.9,0.7,0,0.9,0.4,10.13,1.4,15.8,15.5,33.2,32.8,1.69,46.7,15.5,15.7,47.3,1046,4.3,,,,,7.59,782,59.4,278.89,221.5,29,21.5,28.4,9.7,42.1,34.5,47.8,35.8,77.3,32.9,0.22,0.06,4.55,9.48,6.85,18.17,8.89,19.79
PWKAF1,f,GAF1F03,90750,68,61.6,153,139,7,82,15.2,0.8,0.1,1.6,0.4,10.27,2,15.4,15.5,33.3,32.9,1.7,46.6,15.7,15.9,47.8,971,4.3,,,,,0.81,860,6.9,274.25,214.75,34,21.7,27.9,9.5,39.3,10.5,47.1,12.5,69.8,30.3,0.23,0.06,4.61,9.55,7.6,17.78,9.77,21.47
PWKAF1,f,GAF1F04,90751,59,55.3,184,96,7.82,86.6,10.3,0.9,0.2,1.5,0.5,10.09,1.1,15.2,15.5,33.8,33.4,1.69,45.9,15.5,15.6,46.3,863,4.4,,,,,10.03,772,77.4,336.22,158.85,30,15.7,23.4,12.7,41.6,47.5,46.8,49.8,79.1,29.4,0.2,0.06,4.23,8.79,6.7,17.91,8.57,18.81
PWKAF1,f,GAF1F05,441701,67,59.3,179,97,6.15,75.6,20.9,1.5,0.4,1.4,0.3,10,1.4,16.2,15.6,34.9,37.2,2.24,44.8,16.7,15.6,44.8,896,4.5,,,,,0.61,872,5.3,318.96,325.69,33,20.4,26.5,9.1,39.2,11,47.3,13.4,68.8,30.6,0.51,0.05,10.16,20.82,17.6,16.11,20.97,23.41
PWKAF1,m,GAF1M01,90753,71,61.2,161,141,7.15,83.4,13,1.1,0.3,1.9,0.3,10.41,1.7,14.7,15.3,33,32.8,1.76,46.4,15.8,15.9,48.3,1013,4.2,,,,,12.01,748,89.8,269.14,165.86,29,21.9,29.1,10.3,40.7,56,45.6,50.2,82.2,31,0.21,0.05,4.65,10.18,8.25,17.85,10.41,24.41
PWKAF1,m,GAF1M02,90754,98,87.1,180,223,5.76,82.7,13.6,1.8,0.2,1.3,0.4,10.48,2.8,14.5,15.5,33,32.6,1.71,47.1,16.1,16.2,49.3,880,4.4,,,,,3.33,783,26.1,436.01,365.31,31,16.4,22.9,10.8,37.5,21,42.7,24.4,76.7,27.2,0.23,0.05,4.6,13.58,10.45,27.19,15.46,33.24
PWKAF1,m,GAF1M03,441702,81,76.9,200,111,6.25,84.8,12.1,1.2,0.4,1.2,0.4,10.65,2.1,13.9,15.7,35.4,36.6,2.07,44.2,17.2,16.7,47,784,4.2,,,,,0.91,887,8.1,353.13,577.85,37,14.9,21,8.8,38,23.5,46.2,28.8,67.7,29.7,0.49,0.04,10.73,19.88,14,18.96,17.34,19.21
PWKAF1,m,GAF1M04,441703,81,78.3,252,73,4.58,81.2,15.1,1.4,0.3,1.8,0.3,10.65,2.1,13.9,15.6,34.6,35.2,2.02,45.2,16.9,16.7,48.2,916,4.4,,,,,1.99,814,16.2,424.9,349.5,26,16.9,23.2,10.8,37.1,24.5,43.2,28,73.7,26.8,0.51,0.04,10.58,21.98,18.6,19.33,22.98,24.75
PWKAF1,m,GAF1M05,441704,75,70.2,238,130,6.77,84.7,11.8,1.1,0.3,1.8,0.3,9.12,1.7,13.6,15.3,36.3,38.2,2.26,42.2,14.7,14,38.5,771,4.5,,,,,2.97,796,23.6,396.02,254.57,36,16.3,22.2,11,39.5,17.5,45.5,20.3,75.5,29,0.51,0.04,10.48,25.2,19.75,24.81,26.24,24.71
PWKB6F1,f,GBF1F01,94405,79,65.2,161,105,6.48,91.5,6.2,0.3,0.2,1.1,0.6,10.08,1.5,13.7,15.5,33.2,32.5,2.37,46.8,15.3,15.7,47.2,962,4.5,,,,,1.62,848,13.7,402.78,358.61,36,20.2,27,10.3,34.5,22.5,41,25.3,70.7,24.7,0.24,0.06,5.12,9.58,7.8,16.13,9.62,20.92
PWKB6F1,f,GBF1F02,428691,78,69.1,159,90,7.43,85.9,10.3,1,0.5,2,0.4,10.02,1,14.7,15.6,35.3,36.2,2.1,44.2,16,15.7,44.3,928,4.1,,,,,3.12,791,24.7,441.04,415.11,34,22.2,29.9,11.8,39.8,20,45.7,22.4,75.9,28.5,0.25,0.06,5.24,9.85,8.1,15.57,9.84,21.45
PWKB6F1,f,GBF1F03,428692,75,68.3,182,94,8.38,86,10.4,1.2,0.8,1.4,0.3,9.47,1.3,14.5,15.7,35.4,36.9,2.21,44.3,15.5,14.8,42,891,4.1,,,,,1.76,807,14.2,764.62,858.92,33,24.3,30,9.9,40.1,18.5,46.5,20.4,74.3,30.7,0.23,0.06,4.64,9.36,7,20.14,9.36,20.42
PWKB6F1,f,GBF1F04,428693,111,102.9,214,138,6.01,88.3,9.2,0.8,0.6,0.7,0.3,10.03,1.1,13.7,15.7,34.7,35.7,2.08,45.1,16.1,15.7,45.2,968,4.1,,,,,1.23,778,9.6,396.96,401.33,33,20.6,28.2,11,39.8,17,45.3,19.4,77.1,29.3,0.22,0.05,4.41,13.63,9.3,38.72,16.71,33.9
PWKB6F1,f,GBF1F05,431189,84,70.2,157,99,5.86,86.6,10.5,0.8,0.7,0.9,0.4,9.54,1.5,15,16.1,35,34.8,2.05,45.9,15.2,15.3,43.8,1082,6.9,,,,,2.24,824,18.4,477.16,468.92,34,19.6,27.1,11.3,39.3,18,46.1,19.8,72.8,28.5,0.24,0.06,4.93,9.54,7.45,16.86,9.35,19.87
PWKB6F1,m,GBF1M01,89868,83,71.9,262,176,7.03,88.1,9.6,0.5,0.1,1.1,0.6,10.47,2.2,14.9,15.6,32.9,32.2,1.69,47.4,16,16.3,49.6,1259,4.5,,,,,0.68,826,5.6,385.9,333.18,30,21.5,28.9,11.7,38.5,18.5,45.2,21.7,72.6,27.3,0.26,0.06,5.22,12.05,11.1,17.98,14.1,30.15
PWKB6F1,m,GBF1M02,89869,77,73.1,302,64,6.58,89.5,8,0.5,0.1,1.3,0.6,10.15,1.6,14.1,15.6,33,32.5,1.62,47.1,15.5,15.8,47.8,1120,4.4,,,,,1.61,813,13,491.54,464.69,35,22.8,30,11.1,40.7,14,47.4,16.1,73.9,30.1,0.24,0.05,4.82,14.04,11.55,26.25,17.68,37
PWKB6F1,m,GBF1M03,89870,81,72.8,204,153,8.32,66.2,24.1,9.3,0.2,0,0.3,10.59,2.3,15.1,15.7,32.9,31.7,1.71,47.7,16,16.6,50.5,1019,4.5,,,,,1.03,854,8.8,368.2,296.62,35,20.9,27.8,10.8,36,17.5,43,20.8,70.3,25.7,0.28,0.07,5.54,9.85,8.65,17.85,10.56,22.77
