strain,sex,id,mouse_num,CHOL,HDL,GLU,TG,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,RBC,pctRetic,RDW,MCH,MCHC,CHCM,HDW,MCV,cHGB,mHGB,HCT,PLT,MPV,pulse,pulse_std,systolic_BP,systolic_BP_std,CV,HR,HRV,R_amplitude,RS_amplitude,N,PQ,PR,QRS,QT,QT_dispersion,QTc,QTc_dispersion,RR,ST,BMC,BMD,bone_area,total_area,LTM,pct_fat,TTM,bw
ANZOF1,f,AEF1F04,92281,108,99.3,205,149,5.36,82.6,14.8,0.7,0.2,1.3,0.4,10.61,2.3,14.1,14.9,33.2,32.2,1.61,44.9,15.3,15.8,47.6,1057,4.8,,,,,1.12,754,8.5,365.81,320.49,32,23.7,31,10.9,40.6,23.5,45.5,26.1,79.6,30.2,0.24,0.05,4.82,13.63,10.75,28.72,16.81,35.36
ANZOF1,f,AEF1F05,92282,124,110.7,190,159,4.05,81.3,15.4,1.5,0.1,1.1,0.7,10.79,2.4,13.8,14.7,32.7,31.7,1.59,44.8,15.3,15.8,48.3,951,5.2,,,,,3.13,678,21.2,354.67,409.61,27,21.5,29.3,11.2,42.1,26.5,44.7,27.9,88.6,31.4,0.23,0.06,4.7,14.06,10.75,32.41,17.33,36.4
ANZOF1,m,AEF1M01,90708,133,119.7,212,216,5.81,82.9,13.6,1.5,0.3,1.2,0.5,10.07,1.2,13.2,14.8,33.9,33.8,1.6,43.7,14.9,14.9,44,1141,4.5,,,,,0.81,830,6.8,350.25,419.11,34,22.3,28.6,9.4,36,20.5,42.3,24,72.3,27.1,0.27,0.06,5.15,16.91,14.8,34.05,24.65,51.07
ANZOF1,m,AEF1M02,90709,145,132.7,207,175,5.79,83.8,12.3,1.7,0.3,1.3,0.6,10.49,1.5,13.2,14.9,33.9,33.4,1.63,43.9,15.4,15.6,46.1,1138,4.6,,,,,0.67,819,5.5,289.68,314.72,33,22.2,28.8,9.9,37.8,17,44.1,20.2,73.3,28.4,0.23,0.05,4.71,17.33,14.05,35.23,24.8,51.77
ANZOF1,m,AEF1M03,90710,133,121.4,209,194,5.05,84.4,12,1.2,0.2,1.6,0.5,10.39,1.3,13.1,14.9,33.1,32.9,1.67,45,15.4,15.5,46.8,1112,5.3,,,,,2.35,641,15.1,242.55,262.92,25,19.2,28,12,47,17,48.7,17.4,93.6,35.6,0.24,0.05,4.59,16.41,14.15,33.08,23.56,48.92
ANZOF1,m,AEF1M04,90711,142,131.4,226,180,4.45,81.8,14.1,1.4,0.1,2.1,0.5,11.02,1.7,13.1,14.7,32.7,32.6,1.58,45.1,16.2,16.2,49.7,1230,5.4,,,,,1.85,775,14.3,205.07,282.73,32,21.4,28.2,9.8,39,16,44.3,18.1,77.4,29.6,0.24,0.06,4.69,17.31,14.9,31.37,23.94,50.09
ANZOF1,m,AEF1M05,91714,134,122.4,202,179,4.12,84.3,11,1.5,0.3,2.5,0.4,10.22,2.6,13.5,15.4,34.4,32.5,1.71,44.8,14.9,15.7,45.7,1104,6.7,,,,,0.96,816,7.8,248.22,274.95,35,21.9,28.8,9.9,38.9,23.5,45.3,27.9,73.6,29.5,0.22,0.05,4.64,14.88,13.1,26.45,20.05,41.97
APWKF1,f,AGF1F01,91715,71,63.2,114,164,4.19,81,12.9,0.9,0.2,4.6,0.3,10.24,1.6,14.4,15.5,34.9,33.9,1.71,44.5,15.4,15.9,45.6,814,5.8,,,,,,,,,,,,,,,,,,,,0.26,0.07,5.05,11.68,9.1,23.47,12.47,26.64
APWKF1,f,AGF1F02,91716,60,48.2,145,171,6.12,81,9.2,1.1,0.2,8.3,0.2,10.51,1.7,15,15.3,34.4,33.6,1.85,44.7,15.7,16.1,46.9,884,6.2,,,,,,,,,,,,,,,,,,,,0.22,0.05,4.8,11.37,9.15,22.95,12.22,25.96
APWKF1,f,AGF1F03,91717,64,56.2,136,115,4.59,84.8,11.4,1.1,0.1,2.4,0.2,10.36,2.9,14.5,15.4,34.4,33.8,1.7,44.8,15.7,16,46.5,871,5.1,,,,,,,,,,,,,,,,,,,,0.22,0.06,4.36,11.99,8.55,29.11,12.84,26.74
APWKF1,f,AGF1F04,91718,65,59.6,171,151,8.13,81.4,12.7,0.9,0.2,4.5,0.4,10.95,2.1,14.5,15.3,33.9,33,1.64,45.1,16.3,16.8,49.4,790,4.6,,,,,,,,,,,,,,,,,,,,0.22,0.05,4.44,12,9.6,26.85,14.24,29.52
APWKF1,f,AGF1F05,91719,80,65.2,157,127,5.29,77.3,15.3,1.1,0.1,5.9,0.3,10.22,2.8,15.7,15.3,35.3,34.3,1.87,43.5,15.2,15.7,44.4,849,4.7,,,,,,,,,,,,,,,,,,,,0.21,0.07,4.22,10.37,7.7,25.08,10.66,22.62
APWKF1,m,AGF1M01,91720,83,72.5,189,182,6.01,83.5,12.8,1,0,2.3,0.3,11.04,2.2,13.8,14.8,33.7,32.9,1.67,43.9,16,16.3,48.5,1075,5.1,,,,,,,,,,,,,,,,,,,,0.23,0.05,4.65,13.28,11.6,25.05,16.76,34.87
APWKF1,m,AGF1M02,91721,96,77.8,193,372,7.29,84.7,11.9,0.8,0.3,2,0.3,11.04,2.4,13.9,14.5,34.3,33.8,1.79,42.3,15.8,16,46.8,1099,4.5,,,,,,,,,,,,,,,,,,,,0.25,0.05,4.91,15.02,12.9,26.57,19.06,39.83
APWKF1,m,AGF1M03,91722,89,80,160,229,5.2,78.25,13.15,1.1,0.2,7.05,0.35,11.03,2.2,14.15,14.65,33.75,32.75,1.81,43.45,15.75,16.2,47.95,1147.5,4.8,,,,,,,,,,,,,,,,,,,,0.23,0.05,4.75,13.22,11.15,24.97,16.26,34.16
APWKF1,m,AGF1M04,91723,84,75.2,186,150,6.03,80.1,12.9,0.9,0.2,5.6,0.3,11.25,2.6,14,14.5,34.3,33.8,1.89,42.2,16.1,16.3,47.4,999,4.5,,,,,,,,,,,,,,,,,,,,0.23,0.05,4.84,12.63,11.25,22.3,15.34,31.74
APWKF1,m,AGF1M05,91724,88,74.2,188,256,6.46,87.8,9.2,0.8,0.2,1.6,0.5,11.47,2.7,13.9,11.9,27.6,33.2,1.83,43.2,16.4,13.7,49.5,1121,4.6,,,,,,,,,,,,,,,,,,,,0.23,0.06,4.93,12.45,10.55,23.5,14.31,30.38
AWSBF1,f,AHF1F01,86295,66,57.3,171,97,6.96,84.2,11,1.7,0.2,2.5,0.5,10.46,1.6,14.6,15.3,33.4,32,1.7,46,15.4,16.1,48.1,877,5,,,,,,,,,,,,,,,,,,,,0.23,0.06,4.9,9.55,6.95,14.73,8.47,18.72
AWSBF1,f,AHF1F02,86296,69,62.8,168,91,6.56,82.5,13.1,1,0.1,2.9,0.4,10.07,2,14.7,15.5,33.9,32.3,1.75,45.8,14.9,15.7,46.2,1062,8.2,,,,,,,,,,,,,,,,,,,,0.27,0.06,5.22,10.05,7.8,15.7,9.63,21.15
AWSBF1,f,AHF1F03,86297,76,65.1,171,63,6.62,81.3,10.9,1.5,0.1,5.8,0.5,10.41,1.7,14.8,15.2,32.7,31.7,1.63,46.5,15.3,15.8,48.4,952,5,,,,,,,,,,,,,,,,,,,,0.23,0.06,4.84,8.81,6.55,16.13,7.91,17.73
AWSBF1,f,AHF1F04,86298,80,67.6,184,171,6.05,86.7,10.1,0.9,0.1,1.7,0.4,9.93,2.3,14.4,15.3,34,32.3,1.65,45,14.4,15.2,44.6,927,4.8,,,,,,,,,,,,,,,,,,,,0.24,0.07,4.87,9.32,7.65,19.87,9.69,21.09
AWSBF1,f,AHF1F05,442893,70,61.4,146,70,3.75,82.8,11.6,1.1,0.45,3.85,0.15,9.92,2.6,15.45,15.45,36.4,37.65,2.29,42.55,15.85,15.35,42.2,481,3.85,,,,,,,,,,,,,,,,,,,,0.21,0.05,4.67,9.65,7.55,17.94,9.73,20.28
AWSBF1,m,AHF1M01,83810,130.5,122.05,282.5,197.5,7.44,84.9,11.7,1.7,0.1,1.1,0.4,10.68,2.1,13.1,15,33.4,31.9,1.57,44.9,15.3,16,48,1136,5.6,561,33.2,114,37.6,,,,,,,,,,,,,,,,,,,,,,,
AWSBF1,m,AHF1M02,83811,115.5,105.7,250,194,5.85,81.8,13.9,2.1,0.2,1.6,0.4,10.55,2.1,12.8,15.3,34,31.8,1.57,45,15.1,16.1,47.4,1194,5.3,540,28.2,116,27.5,,,,,,,,,,,,,,,,,,,,,,,
AWSBF1,m,AHF1M03,83812,112,103.35,234.5,154.5,7.56,82.9,11.8,3.1,0.2,1.4,0.5,10.61,2.2,13.2,15,33.9,32.4,1.68,44.2,15.2,15.9,46.9,1220,5,679,73.2,126,26.8,,,,,,,,,,,,,,,,,,,,,,,
AWSBF1,m,AHF1M04,83813,122.5,114.1,260,195.5,5.71,78.6,17.3,1.9,0.2,1.7,0.4,9.91,2.5,13.5,14.8,33.1,31.9,1.82,44.8,14.2,14.7,44.4,1233,8.4,604,44.1,107,43,,,,,,,,,,,,,,,,0.24,0.06,4.77,11.48,10.2,19.54,13.07,27.68
AWSBF1,m,AHF1M05,83814,128.5,118.4,245.5,179,6.55,82.5,13.5,2.3,0.1,0.8,0.7,10.41,2,13.8,15,33,31.7,1.61,45.4,15,15.6,47.3,1112,5.2,631,45.8,132,19.4,,,,,,,,,,,,,,,,0.26,0.06,4.96,11.02,10.85,17.78,13.44,28.54
B6129SF1/J,f,BCF1F01,83815,141,124.75,232,158.5,5.47,85.6,8.2,1.2,0.1,4.6,0.4,9.7,2.7,14.4,15.8,33.8,32.1,1.7,46.8,14.6,15.3,45.4,1012,5,494,89.9,130,20.3,3.53,684,24.1,350.17,390.9,27,24.3,32.3,10.9,48.1,16,51.4,15.3,87.8,37.7,0.31,0.07,5.45,10.42,8.7,13.49,10.53,23.39
B6129SF1/J,f,BCF1F02,83816,129,114.05,251,192,4.56,83.3,11,1.6,0.1,3.2,0.8,9.83,1.5,13.8,16.1,33.7,31.7,1.55,47.8,14.9,15.9,47,971,6.6,498,69.9,115,26.8,2.59,655,16.9,447.65,584.36,25,24.6,32.5,11,46.2,29,48.3,30.7,91.6,35.7,0.32,0.08,5.64,10.77,9.4,14.84,11.28,24.83
B6129SF1/J,f,BCF1F03,83817,112,99.3,175.5,147,6.43,80.3,12.2,1.4,0.1,5.2,0.7,9.87,1.8,13.9,15.6,33.5,31.6,1.6,46.7,14.6,15.4,46,933,5.1,422,101,133,49.7,2.33,701,16.4,374.97,401.56,26,23.6,31,10.2,43.1,20.5,46.7,22.4,85.6,33.4,0.25,0.06,4.83,9.48,7.65,17.91,9.63,20.75
B6129SF1/J,f,BCF1F04,83818,110.5,99.4,213,151,7.08,83,12.8,1.4,0.3,2.1,0.5,9.26,2.8,14,15.8,34.4,32.3,1.73,46,13.8,14.6,42.6,1033,6.1,387,39.3,121,37.4,8.17,747,61,277.1,326.59,27,22.3,28.9,10.6,42.5,16.5,47.5,18.3,80.8,32.5,0.27,0.08,4.88,9.73,8.5,17.33,10.61,22.97
B6129SF1/J,f,BCF1F05,83819,110.5,97.75,196.5,122.5,8.51,89.2,5.7,1.2,0.2,3,0.7,9.73,1.7,14.2,15.8,33.9,32.1,1.6,46.6,14.6,15.4,45.4,994,4.8,450,54,117,30.3,2.58,734,19,513.62,519.67,29,23.4,30.8,10.3,44.8,27,49.5,28.6,81.8,34.9,0.28,0.07,5.31,10.3,9.27,12.34,11.07,23.94
B6129SF1/J,m,BCF1M01,83820,138.5,128.1,233,147.5,7.34,87.1,8.2,1.7,0.2,1.9,0.9,10.27,2.6,13.5,15.5,33.1,31.7,1.59,46.8,15.3,15.9,48.1,1109,5,501,66.3,143,37.2,0.68,787,5.4,404.44,652.71,31,23.2,30.5,10.5,41.7,13.5,47.8,16.1,76.2,31.7,0.28,0.06,5.44,11.47,10.57,18.08,13.01,28.35
B6129SF1/J,m,BCF1M02,83821,127,114.25,225,155.5,6,89.2,6.2,1.5,0.1,2.1,0.9,9.88,2.7,13.4,15.8,33.4,31.4,1.59,47.2,14.6,15.6,46.6,1022,5.1,480,72.6,135,26.7,7.23,785,56.7,240.49,118.3,29,17.6,23.2,10.2,41.9,21.5,47.9,25.1,76.8,32.1,0.27,0.06,5.4,10.47,9.67,13.01,11.56,25.43
B6129SF1/J,m,BCF1M03,83822,152.5,137.7,272.5,189,7.48,86.5,9.3,1.4,0.1,2,0.6,9.82,2.7,13.8,15.8,33.8,31.7,1.62,46.6,14.5,15.5,45.7,1114,8.2,471,63.6,104,26.7,6.15,766,47.1,259.32,59.31,26,15.8,21.2,11.6,43.2,15.5,48.8,19.2,78.6,32.1,0.28,0.06,5.46,11.57,10.35,17.86,12.98,28.3
B6129SF1/J,m,BCF1M04,87100,105,94.2,162,144,11.34,88.1,8,1.1,0.2,1.8,0.8,9.99,3.8,15.2,15.6,32.8,31.6,1.65,47.5,15,15.6,47.5,1073,4.7,,,,,1.14,782,8.9,228.93,199.97,30,23.8,30.9,10,39.6,18.5,45.2,20.9,76.8,30.1,0.27,0.06,5.23,11.98,10.5,18.69,13.43,28.76
B6129SF1/J,m,BCF1M05,87101,106,95.5,148,126,8.84,90.6,5.3,0.9,0.2,2.2,0.7,9.89,3.3,14.9,15.5,32.7,31.8,1.65,47.3,14.9,15.3,46.8,1055,4.7,,,,,1.52,738,11.3,284.66,459.4,31,22,28.6,9.7,40,20.5,44.4,22.8,81.3,30.8,0.3,0.07,5.66,12.47,10.95,17.77,13.81,29.65
B6AF1/J,f,BAF1F01,82266,70.5,60.7,179.5,109.5,7.53,87.1,7.5,1.3,0.2,3.2,0.8,9.87,2.9,14.7,15.2,34.1,32.9,1.79,44.5,14.5,15,43.9,1114,4.8,687,62,110,16.1,5.44,704,38.3,239.19,285.46,27,21.5,28.7,9.7,41.8,33,45.2,34,85.5,32.6,0.24,0.06,4.76,10.99,8.8,22.7,12.09,26.14
B6AF1/J,f,BAF1F02,82268,62.5,55.1,190,109,6.85,86.9,8.1,1.6,0.1,2.3,0.9,9.72,1.8,14.9,15.4,34.4,32.9,1.66,44.6,14.3,14.9,43.4,1033,4.9,720,38.3,111,13.7,4.83,717,34.6,337.63,197.05,30,23.2,30.9,10.6,46.1,27.5,50.4,27.3,83.9,36,0.25,0.06,4.9,10.36,8.15,18.34,10.32,22.1
B6AF1/J,f,BAF1F03,82270,62.5,55.3,181,87,7.53,85,9,1.4,0.2,4,0.4,9.31,1.8,14.8,15.2,34.5,33.1,1.71,44,13.5,14.1,40.9,1157,4.8,669,41.6,123,13.9,1.98,770,15.3,315.54,209.88,28,24.2,31.6,10.8,38.4,18,43.5,20.8,78,28.2,0.23,0.06,4.58,10.14,8.1,21.78,10.83,22.06
B6AF1/J,f,BAF1F04,82271,69.5,60.55,192.5,83.5,8.1,84.2,10.2,1.4,0.2,3.2,0.8,10.01,1.9,15.3,15.2,33.8,32.7,1.63,44.8,14.6,15.2,44.8,1029,4.9,686,52.4,93.2,12.1,0.86,797,6.9,230.86,181.93,27,25.4,30,7.7,37.2,22,42.8,25.2,75.3,29.9,0.25,0.07,4.84,10.85,8.6,21.21,11.29,24.38
B6AF1/J,f,BAF1F05,82272,68,59.25,195.5,98.5,8.34,86.9,7.9,1.4,0.1,3.2,0.6,9.73,1.6,14.4,15.3,33.7,32.3,1.69,45.5,14.3,14.9,44.2,1104,5,683,50.2,103,11.6,1.75,750,13.1,290.86,330.75,29,22.4,28.8,9.4,37,17,41.4,19.1,80.1,28.1,0.23,0.06,4.36,11.72,8.65,31.32,12.9,24.17
B6AF1/J,m,BAF1M01,82273,84.5,77.55,175.5,118,8.9,87.2,8.7,1.2,0.2,2.1,0.7,9.44,2.1,14.7,15.1,34.3,32.8,1.83,44,13.6,14.2,41.5,1186,4.7,577,29.7,94.2,23.6,2.65,756,20,402.64,340.4,28,22.6,29.7,11,38.2,25.5,42.8,28.7,79.5,27.6,0.24,0.05,4.97,11.87,10.25,19.06,13.32,28.53
B6AF1/J,m,BAF1M02,82275,84,77.8,216,115,6.43,86.6,8.9,1.3,0.2,2.2,0.8,9.32,2.6,14.3,14.7,32.8,32.5,1.76,44.8,13.6,13.7,41.8,1244,4.9,717,34.7,125,12.9,1.16,818,9.5,330.4,266.8,30,22.8,29.8,9.7,41,16.5,47.8,18.5,73.3,31.7,0.24,0.05,4.85,12.74,11.6,23.28,15.81,33.52
B6AF1/J,m,BAF1M03,82277,87,80.95,206.5,110.5,7.68,87.6,8.2,1.3,0.2,2.1,0.6,9.06,2.2,14.6,15.7,34.9,32.6,1.77,44.9,13.2,14.2,40.6,1287,4.8,559,29.3,108,31.9,17.98,524,94.2,381.52,305.35,22,23.3,33.3,14.1,57.4,71.5,53.1,73.8,119.3,43.8,0.23,0.06,4.54,12.23,10.6,23.38,14.77,30.73
B6AF1/J,m,BAF1M04,85838,,,,,7.92,87.6,8.6,1,0.1,1.9,0.7,9.95,1.5,13.8,15.1,33.9,32.1,1.58,44.6,14.2,15.1,44.4,1106,4.7,611,80.5,118,37.2,3.6,792,28.5,298.96,212.75,32,21.2,29.1,10.6,44.6,16.5,51.3,17.3,75.8,34.5,0.22,0.05,4.7,11.45,10.35,20.63,13.65,29.03
B6AF1/J,m,BAF1M05,85839,,,,,8.05,87.6,8.7,1.2,0.3,1.6,0.7,9.62,1.1,13.9,14.9,32.6,31.7,1.54,45.6,13.9,14.3,43.9,1149,4.6,564,53.2,102,30.5,4.3,736,31.7,325.21,222.77,29,23.3,31,10.3,44.8,25.5,49.6,26.6,81.6,34.9,0.23,0.05,5.13,10.76,9.5,13.05,11.43,24.44
B6CASTF1,f,BFF1F01,92287,91,72.5,199,136,9.71,90.9,6.3,0.7,0.1,1.6,0.4,10.82,2.4,14,15,33.2,31.8,1.5,45.3,15.6,16.3,49,1324,4.7,,,,,3.93,831,32.6,338.31,459.6,29,20.6,27.2,9.8,38.9,15.5,45.8,17.4,72.3,29.6,0.28,0.07,5.33,9.29,7.8,14.55,9.53,20.83
B6CASTF1,f,BFF1F02,92288,80,68.4,205,103,7.51,90.5,7.1,0.7,0.1,1.2,0.3,10.35,1.8,13.8,15.1,33.7,31.9,1.47,44.9,14.8,15.7,46.5,1229,4.8,,,,,2.92,798,23.3,237.53,485.42,30,18.6,22.6,8.5,40.5,26,46.7,28.9,75.3,32.6,0.27,0.06,5.32,9.29,7.55,14.47,9.16,20.14
B6CASTF1,f,BFF1F03,92289,70,55.8,221,120,10.12,86.5,9.5,0.9,0.2,2.2,0.7,10.5,2.1,14,15.1,33.5,31.6,1.51,45.2,15,15.9,47.4,1159,6.1,,,,,2.42,836,20.2,360.56,549.81,38,20.1,26.6,9.7,40.7,14,48,14.6,71.9,31.5,0.26,0.07,5.02,8.58,7.25,12.15,8.6,18.88
B6CASTF1,f,BFF1F04,92290,81,65.6,218,111,10.65,88.1,7.1,0.7,0.2,3.5,0.4,10.58,1.8,14.3,15,34,32.3,1.55,44.2,15.1,15.9,46.8,1110,5,,,,,1.87,787,14.7,460.5,472.2,32,20.5,27.2,10,43.1,19.5,49.3,22.3,76.3,33.6,0.25,0.06,4.88,9.43,8.05,14.98,9.86,21.08
B6CASTF1,f,BFF1F05,92291,67,56,227,99,9.61,90.2,6.7,0.7,0.2,1.6,0.5,10.71,2.2,14.4,15,33.4,32,1.54,44.8,15.4,16,48,1306,4.7,,,,,4.3,782,33.6,377.16,527.05,27,21.3,28.4,10.1,39.5,23.5,45.2,25.5,76.8,30,0.26,0.06,5.02,9.2,7.95,12.59,9.45,20.56
B6CASTF1,m,BFF1M01,92292,98,83,266,125,7.16,87.7,7.9,1.2,0.2,2.4,0.5,10.81,1.5,14,14.6,33.5,32.1,1.53,43.7,15.2,15.8,47.3,1430,4.7,,,,,3.33,787,26.2,327.57,316.02,32,20.9,27.8,10.1,40.8,24.5,46.7,25.1,76.3,31.2,0.29,0.06,5.63,10.76,10.5,11.62,12.33,26.4
B6CASTF1,m,BFF1M02,92293,98,76.8,248,218,5.57,87.1,9.5,1.1,0.2,1.8,0.3,10.81,1.9,13.9,14.7,33.5,32.1,1.54,44.1,15.3,15.9,47.6,1422,4.6,,,,,3.21,762,24.5,552.36,684.41,28,20.6,27.6,10.2,43.1,14.5,48.5,16,78.8,33.4,0.3,0.06,5.78,11.21,10.3,12.73,12.23,26.74
B6CASTF1,m,BFF1M03,92294,95,78,203,124,6.96,89.6,7.3,1,0.1,1.7,0.2,10.48,1.8,14.1,14.4,33.2,31.9,1.48,43.5,14.5,15.1,45.5,1241,4.7,,,,,3.16,691,21.8,477.09,487.03,29,19.4,27.1,10.8,48.4,18,51.9,17.4,86.9,38,0.29,0.06,5.66,10.63,10.45,11.8,12.23,26.56
B6CASTF1,m,BFF1M04,92295,118,89.5,252,271,7.77,91,5.7,0.8,0.3,1.9,0.4,10.86,1.7,14.1,14.5,33.2,31.9,1.49,43.7,15.1,15.7,47.5,1458,4.9,,,,,3.37,789,26.6,410.76,467.12,28,20.2,28,10.7,44.9,22.5,51.4,24.1,76.1,34.6,0.3,0.06,5.76,11.03,11.15,14.06,13.31,28.43
B6CASTF1,m,BFF1M05,92296,98,83.6,267,128,7.29,86.4,8.5,2.5,0.1,2,0.5,10.84,1.7,14,14.5,33,31.6,1.47,44.1,15.1,15.8,47.8,1256,4.6,,,,,3.04,795,24.1,437.35,375.63,30,20.1,27.4,10.4,43.5,18,50.1,20.6,75.6,33.6,0.27,0.06,5.33,11.46,11.2,16.65,13.67,28.88
B6NODF1,f,BDF1F01,86299,80,68.6,182,97,7.94,83.4,13.9,0.9,0.2,0.9,0.7,9.44,3.1,14.7,16.5,33.5,31.4,1.73,49.2,14.6,15.6,46.5,1074,4.9,588,51.5,136,40.8,0.74,805,6,469.42,508.66,27,23.4,30.2,10.3,39.7,12,45.9,13.9,74.5,29.8,0.31,0.07,5.8,10.55,9.55,13.24,11.37,24.73
B6NODF1,f,BDF1F02,86300,88,73.7,191,90,10.2,87,8.6,1.5,0.3,1.7,0.9,9.67,3.2,15.4,16.1,34,31.4,1.74,47.6,14.5,15.6,46,1176,4.7,598,42.1,150,19.5,0.73,796,5.8,319.49,586,32,22.2,29.4,10.5,41.1,16,47.4,18.2,75.4,31.2,0.31,0.07,5.92,10.67,9.25,12.21,10.94,24.16
B6NODF1,f,BDF1F03,86301,75,64.2,156,110,11.57,86.5,9.3,1.7,0.3,1.1,1.1,10.11,3.3,15.8,15.7,33,31.2,1.71,47.8,15.1,15.9,48.3,1030,4.9,677,37.5,131,10.5,1.71,783,13.4,389.73,362.66,31,23.6,30.8,10.6,39.3,21,44.9,23.7,76.6,29.1,0.31,0.07,5.76,11.22,9.95,13.48,12,26.21
B6NODF1,f,BDF1F04,86302,77,66.9,191,98,11.67,84.7,11.1,1.7,0.2,1.5,0.7,9.59,3.5,15.5,16.4,34.1,31.5,1.82,48,14.5,15.7,46.1,1085,5.1,693,23.1,142,11.1,1.16,782,9,388.09,560.92,28,23.8,31.2,10.7,41.8,21,47.7,23.6,76.7,31.6,0.3,0.06,5.87,11.43,10,13.36,12.09,26.29
B6NODF1,f,BDF1F05,86303,79,68.2,184,120,11.15,83.4,11.5,1,0.8,2.1,1.1,9.19,3.5,15.9,16.4,33,31,2.37,49.7,14.1,15.1,45.7,1168,6,654,50,141,19.9,1.71,776,13.3,363.75,481.19,30,24,30.7,10,38.6,23.5,43.9,26.2,77.3,29.1,0.3,0.07,5.92,10.85,8.8,16.16,10.5,23.72
B6NODF1,m,BDF1M01,86304,98,88.7,197,96,9.55,85.3,9.8,1.8,0.2,2.3,0.6,10.3,3.4,13.8,16.1,32.1,30.4,1.68,50.1,15.7,16.6,51.6,1233,5,612,43.2,147,28.6,0.76,821,6.2,423.9,608.2,33,21.6,28.3,9.8,39,16.5,45.6,19.3,73.1,29.7,0.29,0.06,5.73,11.88,10.85,14.18,13.2,28.71
B6NODF1,m,BDF1M02,86305,104,92.4,153,114,8.11,83,12.9,2,0.3,1.4,0.5,10.33,3.1,14.3,16.1,34,31.2,1.7,47.4,15.3,16.6,48.9,1131,5,649,31.7,146,18.2,1.12,791,8.8,475.85,591.3,30,23.8,30.5,9.8,36.6,21,42,24.4,75.9,27.3,0.28,0.06,5.25,12.15,11,16.87,14.03,30.35
B6NODF1,m,BDF1M03,86306,99,89.6,190,88,6.26,83.9,9.6,1.5,0.1,4.5,0.4,10.31,3.6,15.1,16.1,32.7,30,1.72,49.2,15.2,16.6,50.7,886,6,586,27.9,158,23.2,0.78,823,6.4,408.02,389.62,34,22.4,29.5,10.6,38.3,22.5,44.8,26.5,72.9,28.1,0.28,0.06,5.57,11.28,10.35,12.98,12.24,26.65
B6NODF1,m,BDF1M04,86307,96,82.6,175,90,8.62,85.6,10.1,1.6,0.2,1.9,0.6,10.47,3.8,14.5,15.7,32.9,31,1.75,47.8,15.5,16.5,50.1,1166,4.7,628,66.3,148,13.2,1.81,761,13.8,406.22,419.85,26,24.3,31.8,11.1,40.7,18.5,45.8,21.3,78.8,30.1,0.29,0.06,5.62,11.7,11,13.89,13.26,28.73
B6NODF1,m,BDF1M05,87460,108,96,173,79,6.63,87.1,8.8,1.1,0.1,1.8,1.1,9.63,4,15.6,15.5,32.1,30.7,1.67,48.3,14.3,14.9,46.5,1239,4.6,655,47.2,124,19.6,1.92,791,15.2,255.96,357.78,31,24.1,30.6,9.7,41.3,16.5,47.4,18.9,75.8,32.1,0.29,0.06,5.68,12.6,11.9,16.04,14.46,31.03
B6NZOF1,f,BEF1F01,83115,127.5,105.95,172,122.5,5.62,85.8,9.3,1.2,0.1,2.9,0.6,10.44,1.5,14.7,15.2,33.3,30.9,1.82,45.7,14.8,15.9,47.7,1160,5.9,626,71.6,126,12.5,0.91,797,7.2,374.89,455.23,33,23.2,29.9,9.9,38.1,22,43.9,25.4,75.3,28.7,0.28,0.07,4.85,13.67,10.7,27.59,16.45,34.36
B6NZOF1,f,BEF1F02,83116,118.5,107.4,199.5,122.5,5.9,87.1,9.5,1.2,0.1,1.4,0.7,10.45,1.6,15.1,15.1,32.9,30.6,1.82,46.1,14.7,15.8,48.2,1211,6.4,655,52.3,116,20.7,1.18,769,9.1,281.61,299.31,31,24,31.6,11,39.9,17,45.2,19,78.1,29.4,0.29,0.06,4.99,14.42,12.3,29.14,18.58,39.23
B6NZOF1,f,BEF1F03,83117,116,103,205,113.5,6.13,83.3,11.7,1,0.3,3.1,0.5,8.94,2,15.3,16.3,35.9,31,1.96,45.5,12.6,14.6,40.7,1444,11.7,649,44.3,134,5.14,5.4,600,32.4,509.56,579.41,25,29.1,37.6,11.8,49.8,33.5,49.7,33.1,100.3,38.5,0.3,0.07,5.16,13.92,10.7,33.61,17.03,35.51
B6NZOF1,f,BEF1F04,83118,115,101.5,193.5,134.5,4.72,86.7,10.9,0.4,0.1,1.6,0.4,10.24,1.5,14.6,15.2,32.9,30.9,1.85,46.2,14.6,15.6,47.3,975,6.8,649,38.7,131,26,1.85,762,14.1,230.43,469.34,29,18.4,25.8,10.4,41.3,17.5,46.6,18.9,78.7,31.4,0.27,0.07,4.76,11.9,9.9,23.28,14.06,29.62
B6NZOF1,f,BEF1F05,83119,113,98.65,192.5,122.5,5.38,87.2,8.8,0.7,0.1,2.7,0.5,10.46,1.8,14.6,15.5,33.3,30.6,1.79,46.5,14.9,16.2,48.6,1086,6.3,670,38.3,125,7.66,11.94,647,77.2,407.6,485.5,25,26.1,33.3,10.4,45.7,52,47,53.6,94.3,35.8,0.29,0.06,5.1,12.34,10.4,21.51,14.13,30.61
